COMPANY_ID,IQ_BUSINESS_DESCRIPTION
24625165,"NuPathe Inc., a specialty pharmaceutical company, focuses on the development and commercialization of branded therapeutics for neurological and psychiatric disorders. The company�s lead product is Zecuity, which is a sumatriptan iontophoretic transdermal system used for the acute treatment of migraine with or without aura in adults. Its pipeline product candidates include NP201 for the continuous symptomatic treatment of Parkinson's disease; and NP202 for the long-term treatment of schizophrenia and bipolar disorder. The company develops its products using SmartRelief, a proprietary transdermal medication delivery technology based on iontophoresis, a non-invasive method of actively transporting molecules, such as sumatriptan; and Long-Acting Delivery, a biodegradable polymer matrix, which uses medical polymers and an active drug combined to form a small implant for injection just below the skin. NuPathe Inc. was founded in 2005 and is based in Malvern, Pennsylvania. As of February 20, 2014, NuPathe, Inc. operates as a subsidiary of Teva Pharmaceutical Industries Limited."
9425271,"Intra-Cellular Therapies, Inc., a biopharmaceutical company, focuses on the discovery, clinical development, and commercialization of small molecule drugs that address medical needs primarily in neuropsychiatric and neurological disorders by targeting intracellular signaling mechanisms in the central nervous system (CNS) in the United States. The company offers CAPLYTA for the treatment of schizophrenia and bipolar depression in adults. It is also involved in developing Lumateperone, which is in Phase 3 clinical trial for the treatment of various depressive disorders, as well as additional neuropsychiatric indications. In addition, the company is developing Lenrispodun (ITI-214) for the treatment of Parkinson�s disease, CNS, and other disorders; ITI-1284 for the treatment of neuropsychiatric disorders and behavioral disturbances in dementia; and ITI-333 for substance use disorders, pain, and psychiatric comorbidities, including depression, anxiety, and sleep disorders. Intra-Cellular Therapies, Inc. was founded in 2002 and is headquartered in New York, New York."
416856,"Gemini Genomics plc was acquired by Sequenom, Inc. on September 20, 2001. Gemini Genomics plc engaged as a clinical genomics company that uses clinical and medical information as a starting point to identify relationships between genes and human health and disease. The company's discoveries provided it with licensable products that pharmaceutical and diagnostic companies use in drug discovery and/or gene-based diagnostic applications."
260398,"Imunon, Inc., a clinical-stage biotechnology company, engages in the development of immunotherapies and vaccines to treat cancer and infectious diseases. The company�s lead clinical program IMNN-001, a DNA-based immunotherapy for the localized treatment of ovarian cancer that is in Phase II clinical development. Its preclinical stage products include IMNN-101, a COVID-19 booster vaccine; IMNN-102 for the treatment of Lassa virus; and IMNN-201, a Trp2 tumor associated antigen cancer vaccine in melanoma. In addition, the company develops non-viral DNA technology across four modalities, such as TheraPlas for the coding of proteins and cytokines in the treatment of solid tumors; PlaCCine for the coding of viral antigens that can elicit a strong immunological response; FixPlas for the application of Imunon�s DNA technology to produce universal cancer vaccines; and IndiPlas, which is in the discovery phase for the development of personalized cancer vaccines or neoepitope cancer vaccines. Imunon, Inc. was formerly known as Celsion Corporation and changed its name to Imunon, Inc. in September 2022. The company was founded in 1982 and is headquartered in Lawrenceville, New Jersey."
65059726,"Zevra Therapeutics, Inc. discovers and develops various proprietary prodrugs to treat serious medical conditions in the United States. The company develops its products through Ligand Activated Therapy platform. Its lead product candidate is KP1077, consisting of KP1077IH, which is under Phase 2 clinical trial for the treatment of idiopathic hypersomnia, and KP1077N, which is under Phase � clinical trial to treat narcolepsy. The company is also developing Celiprolol, a prodrug product candidate that is under Phase 1/2 clinical trial for the treatment of vascular Ehlers Danlos syndrome. In addition, it offers AZSTARYS, a once-daily treatment for attention deficit hyperactivity disorder in patients aged six years and older; OLPRUVA to treat urea cycle disorders; and Arimoclomol for the treatment of niemann pick disease type C, an ultra-rare neurodegenerative lysosomal storage disorder. The company has collaboration and license agreement with Commave Therapeutics SA to develop, manufacture and commercialize the company�s product candidates containing SDX and d-methylphenidate; and license agreement with Acer and Relief Therapeutics, Inc. to develop and commercialize rights for OLPRUVA. The company was formerly known as KemPharm, Inc. and changed its name to Zevra Therapeutics, Inc. in February 2023. Zevra Therapeutics, Inc. was incorporated in 2006 and is headquartered in Celebration, Florida."
249341857,"Spark Therapeutics, Inc. develops gene therapies for genetic diseases. Its products include LUXTURNA voretigene neparvovec for the treatment of patients with confirmed biallelic RPE65 mutation-associated retinal dystrophy and viable retinal cells. The company also provides gene therapy product candidates that comprise SPK-8011 and SPK-8016 for hemophilia; SPK-7001 for choroideremia; and SPK-9001 for haemophilia B. In addition, it develops liver-directed gene therapies. The company was incorporated in 2013 and is based in Philadelphia, Pennsylvania. Spark Therapeutics, Inc. operates as a subsidiary of Roche Holdings, Inc."
9616109,"Sinclair Pharma Limited, a specialty pharmaceutical company, engages in the manufacture, commercialization, and sale of dermatological products worldwide. It provides Silhouette Soft, a resorbable poly-L-lactic acid(PLLA)/PLGA suture with bi-directional resorbable cones for skin repositioning and tightening; and Ellans�, which offers dermal fillers. The company also provides Perfectha for wrinkle correction, facial contouring, and volume restoration; and Sculptra designed to stimulate collagen growth. It serves healthcare providers and plastic surgeons. The company was formerly known as Sinclair Pharma plc and changed its name to Sinclair Pharma Limited in November 2018. The company was founded in 1971 and is headquartered in London, the United Kingdom. Sinclair Pharma Limited operates as a subsidiary of Huadong Medicine Aesthetics Investment (Hong Kong) Limited."
538076136,"Foghorn Therapeutics Inc., a clinical-stage biopharmaceutical company, engages in the discovery and development of medicines targeting genetically determined dependencies within the chromatin regulatory system in the United States. The company uses its proprietary Gene Traffic Control platform to identify, validate, and potentially drug targets within the system. It develops FHD-286, a small molecule inhibitor of the enzymatic activity of BRG1 and BRM that is in phase I for the treatment of relapsed and/or refractory acute myeloid leukemia/myelodysplastic syndrome. The company is also developing therapies for mutant cancers, such as Non-Small Cell Lung, bladder, endometrial, colorectal, and melanoma cancers; and dependent cancers, including prostate cancer and diffuse large b-cell lymphoma. It has a research collaboration and license agreement with Merck Sharp & Dohme Corp. to discover and develop novel oncology therapeutics against a transcription factor target; and Eli Lilly and Company for developing FHD-909, a selective ATPase inhibitor of BRM. Foghorn Therapeutics Inc. was incorporated in 2015 and is headquartered in Cambridge, Massachusetts."
28606250,"Mayne Pharma Group Limited, a specialty pharmaceutical company, manufactures and sells branded and generic pharmaceutical products in Australia, New Zealand, the United States, Canada, Europe, Asia, and internationally. The company operates through three segments: Women�s Health, Dermatology, and International. It provides oral drug delivery systems; and contract development and manufacturing services to third-party customers, as well as distributes specialty pharmaceutical products in the dermatology, women�s health, and infectious disease therapeutic areas. The company was formerly known as Halcygen Pharmaceuticals Limited and changed its name to Mayne Pharma Group Limited in November 2010. Mayne Pharma Group Limited was incorporated in 2005 and is based in Salisbury South, Australia."
875364,"Shionogi & Co., Ltd. engages in the research, development, manufacture, and distribution of pharmaceuticals, diagnostic reagents, and medical devices in Japan. It offers Fetroja, a multidrug-resistant for gram-negative bacterial infection treatment; Cabenuva and Apretude an anti-HIV and HIV prophylactic drug; Xocova an oral COVID-19 treatment drug; Finibax a carbapenem antibiotic; Xofluza, an influenza antiviral drug; and Tivicay, an anti-HIV drug. It also develops S-872600 an influenza nasal vaccine; S-875670 anCOVID-19 nasal vaccine; S-540956 a nucleic acid adjuvant; S-554110 a nontuberculous mycobacterial infection; S-337395 for RSV infections; S-892216 for COVID-19 therapeutics; Olorofim for invasive aspergillosis; cefiderocol for aerobic gram-negative bacterial infections and infectious diseases; S-268019 a COVID-19 prophylactic vaccine; S-268019 a prophylactic vaccine for COVID-19; ensitrelvir for COVID-19 treatment and prevention; baloxavir for influenza virus infection; S-365598 for HIV infection; and S-555739 for suppressing aggravation of COVID-19. In addition, the company develops S-540956 for nucleic acid adjuvant; S-109802 for post-stroke spasticity; S-151128 for chronic pain; S-588210 and S-531011 for solid tumor; S-309309 for obesity; BPN14770 for Alzheimer�s disease and fragile X syndrome; S-588410 for bladder cancer; S-488210 for head and neck squamous cell carcinoma; S-005151 for Acute ischemic stroke and epidermolysis bullosa; Rizmoic for opioid-induced constipation; ADR-001 for decompensated liver cirrhosis; S-222611 for malignant tumor; S-812217 for depression; GRT7039 for pain associated with osteoarthritis of the knee; SDT-001 for inattentive ADHD; S-588410 for esophageal cancer; SR-0379 for cutaneous ulcer; and S-723595 for type 2 diabetes. The company was formerly known as Shionogi Shoten Co., Ltd. and changed its name to Shionogi & Co., Ltd. in 1943. Shionogi & Co., Ltd. was founded in 1878 and is headquartered in Osaka, Japan."
11518512,"BioPorto A/S, an in-vitro diagnostics company, provides biomarker tools and antibodies for clinical research in Europe, North America, Asia, and internationally. It offers the neutrophil gelatinase-associated lipocalin test, a quantitative particle-enhanced turbidimetric immunoassay designed to run on automated clinical chemistry analyzers; monoclonal antibodies for scientific, pharmaceutical, and clinical research; and enzyme-linked immunosorbent assay kits, as well as generic rapid assay device for custom lateral flow assays. BioPorto A/S was incorporated in 1917 and is based in Hellerup, Denmark."
58915635,"Ardelyx, Inc., a biopharmaceutical company, discovers, develops, and commercializes medicines to treat gastrointestinal and cardiorenal therapeutic areas in the United States and internationally. The company�s lead product candidate is tenapanor for the treatment of patients with irritable bowel syndrome with constipation. It also develops XPHOZAH, which is in Phase III clinical trial to reduce serum phosphorus in adults with chronic kidney disease (CKD)on dialysis, or hyperphosphatemia; RDX013, a potassium secretagogue, for the treatment of elevated serum potassium, or hyperkalemia, a problem among patients with kidney and/or heart failure; and RDX020, for adult patients with metabolic acidosis, a serious electrolyte disorder. The company has agreements with Kyowa Kirin, Fosun Pharmaceutical Industrial Development Co. Ltd., and Knight Therapeutics, Inc. for the development and commercialization of tenapanor in their respective territories. The company was formerly known as Nteryx, Inc. and changed its name to Ardelyx, Inc. in June 2008. Ardelyx, Inc. was incorporated in 2007 and is headquartered in Waltham, Massachusetts."
33710144,"Cosmo Pharmaceuticals N.V. focuses on the development and commercialization products for gastroenterology, dermatology, and healthtech worldwide. The company offers GI Genius, a computer-assisted system that uses artificial intelligence in real time to detect colorectal lesions; Winlevi, a prescription medicine used on the skin to treat acne vulgaris; Lialda/Mezavant/Mesavancol, a once-daily mesalamine tablet approved to help get active, mild to moderate ulcerative colitis into remission; Uceris/Cortiment, an oral tablet formulation that delivers budesonide directly to the lumen of the colon; Eleview, a submucosal injectable composition to allow endoscopists with a faster and less risky excision of gastrointestinal lesions; Lumeblue, a diagnostic drug for the visualisation of colorectal lesions during colonoscopies; Aemcolo/Relafalk, a pharmaceutical drug product in form of tablets that is approved for the treatment of travelers� diarrhoea; and Byfavo, an intravenous benzodiazepine sedative/anesthetic. It is also developing Breezula, a novel androgen receptor inhibitor, which is in Phase III trials and targets androgen receptors in the scalp; Rifamycin SV MMX � IBS-D, a formulation that is in Phase III clinical trial to treat colonic infections and irritable bowel syndrome with diarrhoea; CB-03-10, an oral androgen receptor antagonist, which is in Phase I clinical trial for treatment solid tumors; CB-01-33 that is in preclinical studies for the treatment of bile acid diarrhea; and CB-01-35, an enema solution, which is in Phase II clinical trial for the treatment of distal ulcerative colitis and proctitis. The company has development, distribution, and licensing agreements with Bausch Health, Ferring, China Medical System Holdings Limited, Medtronic, RedHill Biopharma Ltd., Sun Pharmaceutical Industries Ltd., 3SBio, InfectoPharm, and Hyphens Pharma International Limited. Cosmo Pharmaceuticals N.V. was founded in 1997 and is headquartered in Dublin, Ireland."
4550716,"Valneva SE, a specialty vaccine company, develops, manufactures, and commercializes prophylactic vaccines for infectious diseases with unmet needs. It offers IXIARO, an inactivated Vero cell culture-derived Japanese encephalitis vaccine indicated for active immunization against Japanese encephalitis; DUKORAL, an oral vaccine for the prevention of diarrhea caused by Vibrio cholera and/or heat-labile toxin producing enterotoxigenic Escherichia coli bacterium; IXCHIQ, a single-dose, live-attenuated vaccine for the prevention of disease caused by chikungunya virus; and VLA2001, an inactivated whole-virus COVID-19 vaccine. The company also develops VLA15, a vaccine candidate, which is in Phase III clinical trial against Borrelia, the bacterium that causes Lyme disease; VLA1553, a vaccine candidate, which is in Phase III clinical trial against the chikungunya virus; VLA1554, a vaccine candidate targeting human metapneumovirus; and VLA2112, a vaccine candidate to treat patients with epstein-barr virus. It sells its products in the United States, Canada, Germany, Austria, Nordics, the United Kingdom, France, rest of European countries, and internationally. Valneva SE has collaborations with Pfizer, Inc. to co-develop and commercialize its Lyme disease vaccine; and Instituto Butantan for the development, manufacturing, and marketing of single-shot chikungunya vaccine. The company was founded in 1998 and is based in Saint-Herblain, France."
24871,"As of February 10, 1999, Anergen Incorporated was acquired by Corixa Corporation. Anergen, Inc. was engaged in the clinical development of AnergiX, a compound for the treatment of rheumatoid arthritis, in collaboration with N.V. Organon, as of September 30, 1998."
11382019,"On May 29, 2020, Achaogen, Inc. went out of business as per its Chapter 11 liquidation filing under bankruptcy. Achaogen, Inc., a biopharmaceutical company, focuses on the development and commercialization of antibacterial agents for multi-drug resistant (MDR) gram-negative infections in the United States. The company is principally developing plazomicin for the treatment of serious bacterial infections due to MDR enterobacteriaceae comprising carbapenem-resistant enterobacteriaceae. It is also involved in the development of antibacterial candidate C-Scape, an orally-administered combination of clavulanate and ceftibuten, which targets serious bacterial infections due to expanded spectrum beta-lactamases producing enterobacteriaceae. The company has license and collaboration agreements with Thermo Fisher Scientific, Inc. to develop and commercialize an assay to support plazomicin; Crystal Biosciences, Inc. to discover monoclonal antibodies against multiple targets; Ionis Pharmaceuticals, Inc. for certain patents relating to aminoglycoside antibacterial compounds and related know-how to develop and commercialize certain novel aminoglycoside antibacterial compounds; and Hovione Limited manufacture the active pharmaceutical ingredient for plazomicin. The company was incorporated in 2002 and is based in South San Francisco, California."
645124266,"Genetron Holdings Limited, a precision oncology platform company, focuses on cancer management by utilizing technologies in molecular biology and data science in the People�s Republic of China. It offers diagnosis and monitoring services, and early screening services through laboratory developed tests services. The company also provides in-vitro diagnostic products, including 8-gene lung cancer assay, an IVD assay product to detect lung cancer; Genetron 3D biochip reading instrument; Genetron S5, a semiconductor-based NGS system, which detects the nucleotide through detecting the change in pH; Genetron Chef System; Genetron S2000 platform, a production-scale sequencer; and Onco PanScan, a genomic profiling service for various solid tumors. In addition, it offers IDH1 and TERT gene assays for glioma; thyroid basic assay for thyroid tumor; platelet-derived growth factor receptor alpha assay for GIST cancer; and HCCscan, a qPCR-based assay to detect hepatocellular carcinoma. Further, it provides development services in the areas of genomics research and clinical development in collaboration with biopharmaceutical companies worldwide. Genetron Holdings Limited was founded in 2013 and is headquartered in Beijing, the People�s Republic of China. As of March 28, 2024, Genetron Holdings Limited operates as a subsidiary of New Genetron Holding Limited."
1197628,"Optimer Pharmaceuticals, Inc. was acquired by Cubist Pharmaceuticals Inc. Optimer Pharmaceuticals, Inc., a biopharmaceutical company, engages in the development and commercialization of pharmaceutical products in the United States and Canada. It offers DIFICID (fidaxomicin) tablets for the treatment of Clostridium difficile-associated diarrhea (CDAD) in adults; and DIFICID and DIFICLIR tablets for the treatment of Clostridium difficile infection (CDI). The company sells its products to wholesalers and specialty pharmacies. It also has DIFICID under phase 3b(1) clinical trials for the treatment of CDAD prophylaxis in hematopoietic stem cell transplantation patients; under PK trial initiated/phase 3 trial for the treatment of CDAD in pediatric patients; and under phase 3 trial for the treatment of CDAD multiple recurrence. In addition, the company develops Fidaxomicin that is in Phase 1 trial for the treatment of CDI; has Solithromycin product candidate, which completed Phase 2 trials for the treatment of respiratory tract infections; and OPT-822/821 product candidate that is under Phase 2/3 clinical trials for the treatment of metastatic breast cancer. It has collaborative agreements with Astellas Pharma Europe Ltd.; Par Pharmaceuticals, Inc.; Cempra, Inc.; Optimer Biotechnology, Inc.; and Scripps Research Institute. The company was founded in 1998 and is headquartered in Jersey City, New Jersey."
660797233,"Akeso, Inc., a biopharmaceutical company, researches, develops, manufactures, and commercializes antibody drugs. The company develops AK104, a PD-1/CTLA-4 bi-specific antibody to treat cervical cancer, gastric cancer (GC), gastroesophageal junction (GEJ) cancer, ESCC, hepatocellular carcinoma (HCC), small cell lung cancer (SCLC), non-small cell lung cancer (NSCLC), pancreatic cancer, and solid tumors; and AK112, a PD-1/VEGF bi-specific antibody to treat NSCLC, triple-negative breast cancer (TNBC), head and neck cancer, HCC, colorectal and ovarian cancer, and solid tumors. It is also developing AK117, a CD47 monoclonal antibody to treat myelodysplastic syndrome, acute myeloid leukemia, GC, GEJ, ESCC, HNSCC, CRC, TNBC, and solid tumors/lymphoma; AK105, a PD-1 monoclonal antibody to treat classic Hodgkin�s lymphoma (R/R cHL), NSCLC, NPC, HCC, SCLC, thyroid cancer, mesothelioma and thymic cancer, ESCC, UC, GC, GEJ, cholangiocarcinoma, neuroendocrine tumor, and mismatch repair deficient solid tumor; AK119, a CD73 monoclonal antibody for treating solid tumors and NSCLC; and AK109, a VEGFR-2 monoclonal antibody to treat GC, GEJ, NSCLC, HCC, and solid tumors. In addition, the company develops AK102, a PCSK9 monoclonal antibody to treat hypercholesterolemia and mixed hyperlipidemia; AK101, an IL-12/IL-23 monoclonal antibody to treat moderate-to-severe psoriasis and ulcerative colitis; AK111, an IL-17 monoclonal antibody to treat moderate-to-severe psoriasis and ankylosing spondylitis; and AK120, an IL-4R monoclonal antibody to treat moderate-to-severe atopic dermatitis. Further, its preclinical product includes AK127, a TIGIT monoclonal antibody to treat solid tumors; and AK115, a NGF monoclonal antibody. The company has collaboration agreements with Pfizer Pharmaceuticals; AstraZeneca Pharmaceuticals; Summit Therapeutics Inc.; and Shenzhen Chipscreen Biosciences Co., Ltd. Akeso, Inc. was founded in 2012 and is headquartered in Zhongshan, the People�s Republic of China."
24889,"As of November 7, 2006, AnorMED, Inc. was acquired by Genzyme Corporation. AnorMED, Inc., a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutic drugs for the treatment of hematology, human immunodeficiency virus (HIV), and oncology. Its lead drug product candidate include MOZOBIL, which is under phase III clinical trial is used for cancer patients undergoing stem cell transplantation; and AMD070, which is under phase Ib/IIa trial is used as a HIV entry inhibitor. The company also develops MOZOBIL and CXCR4, which are in preclinical trials for the treatment of oncology; and CCR5, which is a preclinical trial product used for the treatment of HIV. AnorMED licenses Picoplatin, an anti-cancer metal-based product to Poniard Pharmaceuticals, Inc.; FOSRENOL, an anti-hyperphosphatemia agent to Shire Pharmaceuticals Group plc; and Atiprimod, an anti-cancer product to Synergy Pharmaceuticals, Inc. under collaborative agreements. The company was founded in 1996 and is headquartered in Langley, Canada."
412674,"Sangamo Therapeutics, Inc., a clinical-stage genomic medicine company, focuses on translating science into medicines that transform the lives of patients and families afflicted with serious diseases in the United States. The company�s clinical-stage product candidates are ST-920, a gene therapy product candidate, which is in Phase 1/2 clinical study for the treatment of Fabry disease; TX200, a chimeric antigen receptor engineered regulatory T cell (CAR-Treg) therapy product candidate that is in Phase 1/2 clinical study for the prevention of immune-mediated rejection in HLA-A2 mismatched kidney transplantation; SB-525, a gene therapy product candidate, which is in Phase 3 clinical trial for the treatment of moderately severe to severe hemophilia A; BIVV003, a zinc finger nuclease gene-edited cell therapy product candidate that is in Phase 1/2 PRECIZN-1 clinical study for the treatment of sickle cell disease. Its preclinical development products focus on CAR-Treg cell therapies for autoimmune disorders and genome engineering for neurological diseases. Sangamo Therapeutics, Inc. has collaborative and strategic partnerships with Biogen MA, Inc.; Kite Pharma, Inc.; Pfizer Inc.; Sanofi S.A.; Novartis Institutes for BioMedical Research, Inc.; Shire International GmbH; Dow AgroSciences LLC; Sigma-Aldrich Corporation; Genentech, Inc.; Open Monoclonal Technology, Inc.; and California Institute for Regenerative Medicine. The company was formerly known as Sangamo BioSciences, Inc. and changed its name to Sangamo Therapeutics, Inc. in January 2017. Sangamo Therapeutics, Inc. was incorporated in 1995 and is headquartered in Richmond, California."
650816865,"Kyverna Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on developing cell therapies for patients suffering from autoimmune diseases. Its lead product candidate is KYV-101, an autologous CD19 CAR T-cell product candidate for the treatment of patients with lupus nephritis and systemic sclerosis that is in Phase I clinical trial; and for myasthenia gravis and multiple sclerosis that is in Phase II clinical trial. The company is also developing KYV-201, an allogeneic CD19 CAR T-cell product candidate that is in preclinical stage to treat multiple autoimmune diseases. In addition, it is developing product candidates to treat other autoimmune diseases, such as inflammatory bowel disease that includes Crohn�s disease and ulcerative colitis. Kyverna Therapeutics, Inc. has a license and collaboration agreement with Intellia Therapeutics, Inc. to research and develop an allogeneic CD19-directed CAR cell therapy product; and with Kite to research and develop programs for the treatment, diagnosis, and prevention of autoimmune, inflammatory, and allogeneic stem cell transplant inflammatory diseases. The company was formerly known as BAIT Therapeutics, Inc. and changed its name to Kyverna Therapeutics, Inc. in October 2019. Kyverna Therapeutics, Inc. was incorporated in 2018 and is headquartered in Emeryville, California."
82271676,"Exicure, Inc. does not have significant operations. previously, the company focused on developing of nucleic acid therapies targeting ribonucleic acid against validated targets. Exicure, Inc. was founded in 2011 and is headquartered in Chicago, Illinois."
417883814,"Cue Biopharma, Inc., a clinical-stage biopharmaceutical company, develops a novel class of injectable therapeutics to selectively engage and modulate targeted, disease relevant T cells directly within the patient�s body. Its lead drug product candidate is CUE-101 for the treatment of human papilloma virus (HPV16+)-driven recurrent/metastatic head and neck cancer. The company is also developing CUE-102 targets Wilms� Tumor 1 protein in various cancers; CUE-103, a CUE-100 series drug product candidate; and Neo-STAT and RDI-STAT programs outside of oncology, including CUE-200, CUE-300, and CUE-400 series. It has collaboration agreements with LG Chem, Ltd. for the development of Immuno-STATs focused in the field of oncology; strategic collaboration and option agreement with Ono Pharmaceutical Co., Ltd. to advance CUE-401 for the treatment of autoimmune and inflammatory diseases; and license agreement with Albert Einstein College of Medicine. The company was formerly known as Imagen Biopharma, Inc. and changed its name to Cue Biopharma, Inc. in October 2016. Cue Biopharma, Inc. was incorporated in 2014 and is headquartered in Boston, Massachusetts."
32856,"On November 3,2020, Sanofi Pasteur Holding Limited went out of business. Sanofi Pasteur Holding Limited, a biotechnology company, engages in the research, development, and manufacture of vaccines for the prevention and treatment of infectious diseases in Europe and North America. The company offers ACAM2000, a smallpox vaccine for emergency-use stockpiling; and ChimeriVax-JE, a single-dose Japanese encephalitis vaccine for endemic markets and travelers. Its products in pipeline also includes ChimeriVax-West Nile, a Phase II clinical trial candidate against West Nile virus and North America�s endemic mosquitoborne encephalitis; and acam-flu-a, a Phase I clinical trial candidate against influenza vaccination and pandemic influenza. In addition, the company�s products comprise ACAM-CdifF, a Phase I trial vaccine in clinical development against hospital-acquired infection; Herpes Simplex Virus against sexually transmitted infections; and ChimeriVax-Dengue, an advanced Phase II trial vaccine against the haemorrhagic fever. Sanofi Pasteur Holding Limited was formerly known as Acambis plc. The company was founded in 1992 and is based in Cambridge, United Kingdom. Sanofi Pasteur Holding Limited was a subsidiary of Sanofi."
136932688,"As of May 5, 2021, Chiasma, Inc. was acquired by Amryt Pharma plc. Chiasma, Inc. a commercial-stage biopharmaceutical company, focuses on developing and commercializing oral medications using transient permeability enhancer technology platform for the treatment of rare and serious chronic disease worldwide. The company offers MYCAPSSA, an oral octreotide capsule for the long-term maintenance treatment in acromegaly patients who have responded to and tolerated treatment with octreotide or lanreotide. It also develops MPOWERED, an oral octreotide capsule, which has completed Phase III clinical trials for the maintenance treatment of adult patients with acromegaly. Chiasma, Inc. was incorporated in 2001 and is headquartered in Needham, Massachusetts."
32938,"Paladin Labs Inc., researches, develops, acquires, in-licenses, markets, and distributes pharmaceutical products. It focuses on various therapeutic fields, such as urology, pain and central nervous system, women�s health, allergy, endocrinology, and dermatology. The company primarily offers Abstral for the management of breakthrough pain in patients with cancer; GlucaGen for emergency treatment of hypoglycemia in insulin-dependent diabetics; Oralair for the treatment of the symptoms of seasonal grass pollen allergic rhinitis; and Metadol for use as an analgesic in acute cancer pain, palliative care, and chronic pain disorders, as well as for the detoxification or maintenance treatment of opioid-dependent individuals. Its principal products also include Plan B (Levonorgestrel), an emergency contraceptive; Pollinex-R for the pre-seasonal immunotherapy of adults and children; Seasonale, an oral contraceptive; Silenor for the treatment and symptomatic relief of insomnia; Testim for testosterone replacement therapy in adult males; Twinject, a pre-filled auto-injector for emergency treatment of severe allergic reactions; and Tridural for moderate to moderately severe pain. In addition, the company researches and develops pharmaceuticals and medical devices as well as supplies vaccines to South Africa and countries comprising the South African Development Community region. Paladin Labs Inc. was formerly known as Geriatrx Pharmaceutical Corp. and changed its name to Paladin Labs Inc. in June 1995. The company was founded in 1983 and is headquartered in St-Laurent, Canada. As of February 28, 2014, Paladin Labs Inc. operates as a subsidiary of Paladin Labs Canadian Holding Inc. "
25596,"Biogen MA Inc. develops, manufactures, and commercializes human therapeutic products for neurological, autoimmune, and rare diseases. The company�s products include AVONEX, which is used for the treatment of relapsing multiple sclerosis (MS); PLEGRIDY, which is used for the treatment of relapsing forms of MS; TECFIDERA, an oral therapy used for the treatment of relapsing MS; FAMPYRA, a treatment to improve walking in adult patients with MS; and TYSABRI, a treatment for relapsing forms of MS in adults. It also provides ALPROLIX, a solution used for the control and prevention of bleeding episodes, perioperative (surgical) management, and routine prophylaxis in adults and children with hemophilia B; and ELOCTATE, a recombinant factor VIII therapy used for the control and prevention of bleeding episodes, perioperative (surgical) management, and routine prophylaxis in adults and children with hemophilia A. In addition, it offers GAZYVA, an injection used for the treatment of patients with previously untreated chronic lymphocytic leukaemia, and BENEPALI, an etanercept biosimilar used for the treatment of rheumatoid arthritis, axial spondyloarthritis, and plaque psoriasis. Further, the company provides RITUXAN, a solution for the treatment of relapsed, low-grade or follicular, CD20-positive, and B-cell non-Hodgkin�s lymphoma (NHL) as a single agent; for previously untreated diffuse B-cell, CD20-positive, NHL in combination with CHOP (cyclophosphamide, doxorubicin, vincristine, and prednisone) and other anthracycline-based chemotherapy regimens. Biogen MA Inc. was formerly known as Biogen Idec MA Inc. and changed its name to Biogen MA Inc. in March 2015. The company was founded in 1978 and is based in Cambridge, Massachusetts with manufacturing facilities in North Carolina, Denmark, Massachusetts, and internationally. As of November 12, 2003, Biogen MA Inc. operates as a subsidiary of Biogen Inc."
28826185,"Zogenix, Inc., a biopharmaceutical company, develops and commercializes therapies to transform the lives of patients and their families living with rare diseases in the United States and Europe. The company offers Fintepla, a low-dose fenfluramine for the treatment of seizures associated with Dravet syndrome, as well as to treat seizures associated with Lennox-Gastaut syndrome. It also develops MT-1621, an investigational therapy for the treatment of a rare genetic disease called thymidine kinase 2 deficiency (TK2d). Zogenix, Inc. has a collaboration with Tevard Biosciences for the research, development, and commercialization of novel gene therapies for Dravet Syndrome and other epilepsy disorders. The company was formerly known as SJ2 Therapeutics, Inc. and changed its name to Zogenix, Inc. in August 2006. The company was incorporated in 2006 and is headquartered in EmeryVille, California."
12736007,"As of July 12, 2019, OHR Pharmaceutical, Inc. was acquired by NeuBase Therapeutics, Inc., in a reverse merger transaction. OHR Pharmaceutical, Inc. operates as a development stage pharmaceutical company. The company intends to merge with NeuBase Therapeutics, Inc. that focuses on advancing NeuBase�s peptide-nucleic acid antisense oligonucleotide technology platform for the development of therapies to address severe and currently untreatable diseases caused by genetic mutations. OHR Pharmaceutical, Inc. is headquartered in New York, New York."
